terror,level,source,target,weight,time
aq,2,00001bd1e9bc3c71,0002d7433f2e454a,0.00232873,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0173f6cf3dc58ef7,0.00561302,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00002ea3deb52ac6,0.00475256,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,628bd4bed11cd4c5,0.00801935,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000018b4096a6e86,0.03087487,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000002017bbe1b43,0.00248707,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,010d2c9e9b337fdf,0.00801935,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,194e3315194ebcb1,0.00319588,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000000e379d23b0,0.00216799,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,13d7112b894abd46,0.01112315,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000120db0082614,0.04544118,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000036c7cacc5e74,0.02677487,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,01255d74717f775f,0.013,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000120db0082614,0.01816296,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0001342d08646d8e,0.00755878,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000104b106d1643b,0.006,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0021a8d82c14055a,0.1916,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000742a128db8c2,0.00606418,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000742a128db8c2,0.00535497,2019-10-23 21:51:57
aq,2,00001012b1848923,Virtual Currency Exchange 1,0.01106,2019-11-10 01:43:23
aq,2,00001012b1848923,0031f17c353c07db,0.11227,2019-11-10 01:43:23
aq,2,00001012b1848923,00000146f9362b0e,0.0094,2019-11-10 01:43:23
aq,2,00001012b1848923,002922c2efe6bbe3,0.01111494,2019-11-10 01:43:23
aq,2,00001012b1848923,00024a33d1dda172,0.02306813,2019-11-10 01:43:23
aq,2,00001012b1848923,00001012b1848923,5.82829594,2019-11-10 01:43:23
aq,2,5eef55315136b393,b553f457172a39c5,0.08139938,2019-10-23 03:20:48
aq,2,5eef55315136b393,43290159908d54c9,0.00331413,2019-10-23 03:20:48
aq,2,00007261eeef49ff,01c4a76c6da07e94,1.00122843,2019-10-23 04:13:26
aq,2,00007261eeef49ff,01c4a76c6da07e94,0.99169353,2019-10-23 04:13:26
aq,2,00007261eeef49ff,00024e401d360d49,3.09818738,2019-10-23 04:13:26
aq,2,00008abae48b9548,00008abae48b9548,21.99045097,2019-10-23 02:13:37
aq,2,09a188eecac82c28,598ed1e12d1dab80,0.33370347,2019-10-23 17:42:46
aq,2,09a188eecac82c28,2d8c1daee8e2d5be,0.01239178,2019-10-23 17:42:46
aq,2,0000120db0082614,1b824105422490e8,10.00491161,2019-10-23 02:13:37
aq,2,0000120db0082614,0000120db0082614,0.00863259,2019-10-23 02:13:37
aq,2,0486ed7241daf03a,0070cacbd2baf7ec,5.37875588,2019-10-23 03:20:48
aq,2,04ea640afe3a1235,7baf61595a89baa1,0.00659678,2019-11-02 06:24:52
aq,2,04ea640afe3a1235,7f2004b0c3b582eb,0.0036215,2019-11-02 06:24:52
aq,2,000002017bbe1b43,000002017bbe1b43,0.002378,2019-10-23 02:13:37
aq,2,000002017bbe1b43,6fa9a53f7e70cb8d,0.21160563,2019-10-23 02:13:37
aq,2,000002017bbe1b43,b90b3457c435e199,0.2431674,2019-10-23 02:13:37
aq,2,0000000e379d23b0,00000dd86b2f6402,0.00310609,2019-10-23 02:32:12
aq,2,0000000e379d23b0,00000a27798c4301,0.00103536,2019-10-23 02:32:12
aq,2,0000000e379d23b0,0008c07be1f8da3b,0.025,2019-10-23 02:32:12
aq,2,0000000e379d23b0,exchange1,0.02198582,2019-10-23 02:32:12
aq,2,0000000e379d23b0,7ee6f6633c52ecbd,0.00517681,2019-10-23 02:32:12
aq,2,a7f1c2d6887fd7f8,6605f05103c423fb,0.03130085,2019-10-23 01:58:42
aq,2,a7f1c2d6887fd7f8,91010b9ca62be83e,0.00566517,2019-10-23 01:58:42
aq,2,468cfae97e5667b3,468cfae97e5667b3,0.0163012,2019-10-23 01:58:42
aq,2,468cfae97e5667b3,060a44771b585548,0.1097582,2019-10-23 01:58:42
aq,2,exchange1,00000b55c1bcbc1f,5.23499382,2019-10-23 04:16:34
aq,2,exchange1,exchange1,0.00952216,2019-10-23 04:16:34
aq,2,000021d2ca83bcd7,000021d2ca83bcd7,0.00539537,2019-10-23 09:30:26
aq,2,000021d2ca83bcd7,001d10ce7a6fec2d,20.0,2019-10-23 09:30:26
aq,2,6711f0e4806f173d,01929742d7a67aaf,0.01404371,2019-10-23 02:21:13
aq,2,6711f0e4806f173d,0ad416356e8b43a6,0.28552382,2019-10-23 02:21:13
aq,2,06c260a5668a5334,836bad457a8636a0,0.03396341,2019-10-23 01:58:42
aq,2,06c260a5668a5334,e63f75d2f6a693f4,0.9331,2019-10-23 01:58:42
aq,2,00000e4cdafa14d4,0000120db0082614,0.64300839,2019-10-24 06:01:23
aq,2,00000e4cdafa14d4,00000e4cdafa14d4,0.25763476,2019-10-24 06:01:23
aq,2,0a9ea1ddab973dde,24659a4297b7f4b1,0.015247,2019-10-23 01:58:42
aq,2,0a9ea1ddab973dde,987c675f9d9ac4e7,0.04018652,2019-10-23 01:58:42
aq,2,131840e3a030572a,000006ed4d89f64d,0.00871466,2019-10-23 07:46:38
aq,2,131840e3a030572a,47d4950aef79a5b2,0.01398194,2019-10-23 07:46:38
aq,2,0a1993bef6ac5637,00000146f9362b0e,0.002355,2019-10-23 02:13:37
aq,2,0a1993bef6ac5637,00000146f9362b0e,0.003489,2019-10-23 02:13:37
aq,2,0a1993bef6ac5637,00000146f9362b0e,0.004196,2019-10-23 02:13:37
aq,2,0a1993bef6ac5637,841d2ba13748c2ee,0.010916,2019-10-23 02:13:37
aq,2,0a1993bef6ac5637,8e8c29c0e5e59f0c,0.012892,2019-10-23 02:13:37
aq,2,0a1993bef6ac5637,b75fdd0dcf3ec8e0,0.021408,2019-10-23 02:13:37
aq,2,dd04f843cef73638,2493aab30ef1bf0d,0.01342048,2019-10-23 03:09:34
aq,2,dd04f843cef73638,443d706649472f6f,0.08541616,2019-10-23 03:09:34
aq,2,0000792757948b64,0000792757948b64,8.96544763,2019-10-23 01:58:42
aq,2,0000792757948b64,3901b4c55ddea90f,0.05329358,2019-10-23 01:58:42
aq,2,0000792757948b64,00077b7bee9b6c1a,0.32146582,2019-10-23 01:58:42
aq,2,0000792757948b64,15db91385aa5f2e1,0.665873,2019-10-23 01:58:42
aq,2,0000792757948b64,1487c87213891c7c,0.02034463,2019-10-23 01:58:42
aq,2,4d8caa07955f9570,00001f56c877696a,0.067158,2019-10-23 02:42:30
aq,2,4d8caa07955f9570,2ade5bfaef742403,0.02013198,2019-10-23 02:42:30
aq,2,00000b55c1bcbc1f,00000b55c1bcbc1f,0.16719094,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0000260c0303dbbf,0.17784768,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00002dbb511a3024,0.0705,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0001cb322a059629,0.0009,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00000b40082c35f0,0.12074,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,01fd21d1a9e48a5d,0.07241,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,c69974d018a82e27,10.0224236,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0000d44a5e451dee,0.00078969,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,2a8ea044f85148a5,0.024,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,205f112b89428136,2.5633,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,73c08258f9331c0c,0.0134337,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0706e958dae95db6,0.03109902,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,74b43bbf8d971bca,0.010071,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,2b1b100bc7337ec4,0.02074047,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,d8f69555e9f4cf9d,0.00358,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0761a37a046962a8,0.0005,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,fb4852fc8cd584ea,0.0215,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,017c7dd4faecf2c2,0.77725926,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,068019b1fe7b6668,0.0095,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00002f5585dcab37,0.065,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,cecb9d664e8c1a87,0.085386,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,92bac0b86b900733,0.07039,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,000042ba4d27ee9d,0.05,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0003ff21b2b4a62e,0.0105,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,075d070897e59f92,0.2037289,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0000120db0082614,0.25059565,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0005667973fd6d36,0.4995,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00088070edb73343,0.0355,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0345cd2e5c97cd5b,0.5859133,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,a5270b02a0aefcbf,0.02753401,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,000000392b6db0d3,0.55973038,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,2be9f108549aaa86,0.05,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,5f8f86a235aab767,0.0095,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,e1648cfa3c11babb,0.05266547,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,02534408c121bbf8,0.00586378,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0000742a128db8c2,0.0015,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,e325fb40753fdb7e,0.0104,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,000032cc32d9df62,0.00083348,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,031cf6498c14b0b2,0.136,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,036c3dfaad90bfaa,0.0104,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00062b20ef1672f4,0.030879,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00008abae48b9548,0.02899988,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,91b2b042080110f6,0.05030367,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,00014eba9c2801b0,0.01725738,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,Virtual Currency Exchange 3,1.61739849,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,08814bb687a44e1a,0.752399,2019-10-23 16:30:51
aq,2,00000b55c1bcbc1f,0000000e379d23b0,1.08439,2019-10-23 16:30:51
